団体コード,団体名,種別,名称,概要,通称,住所_表記,施設_緯度,施設_経度,施設_電話番号,ホームページ,開始時間,終了時間,日時備考,自由記述欄
112321,久喜市,幼稚園（公立・私立）,中央幼稚園,,,埼玉県久喜市下早見85-15,36.05867256,139.671157,0480-22-8547,,,,,
112321,久喜市,幼稚園（公立・私立）,栗橋幼稚園,,,埼玉県久喜市中里1044-1,36.10271853,139.7171256,0480-52-3346,,,,,
112322,久喜市,幼稚園（公立・私立）,栗橋白百合幼稚園,,,埼玉県久喜市栗橋東2-13-1,36.13326458,139.6986,0480-52-0179,,,,,
112321,久喜市,小中学校・給食センター,久喜小学校,,,埼玉県久喜市本町2ｰ5-1,36.06464053,139.6727861,0480-21-0054,,,,,
112321,久喜市,小中学校・給食センター,太田小学校,,,埼玉県久喜市吉羽2ｰ16-10,36.06624875,139.69074,0480-21-0572,,,,,
112321,久喜市,小中学校・給食センター,清久小学校,,,埼玉県久喜市六万部590,36.07405436,139.6414108,0480-21-0789,,,,,
112321,久喜市,小中学校・給食センター,本町小学校,,,埼玉県久喜市本町7-6-1,36.07231994,139.671837,0480-22-8245,,,,,
112321,久喜市,小中学校・給食センター,青葉小学校,,,埼玉県久喜市青葉1-3-1,36.06400819,139.6984977,0480-22-6121,,,,,
112321,久喜市,小中学校・給食センター,青毛小学校,,,埼玉県久喜市青毛800,36.07014933,139.6984752,0480-22-2125,,,,,
112321,久喜市,小中学校・給食センター,久喜東小学校,,,埼玉県久喜市久喜東4-25-20,36.04998111,139.6873042,0480-22-1218,,,,,
112321,久喜市,小中学校・給食センター,久喜北小学校,,,埼玉県久喜市久喜北2-30-1,36.07483467,139.67569,0480-25-0678,,,,,
112321,久喜市,小中学校・給食センター,江面小学校,,,埼玉県久喜市北青柳40-1,36.05300125,139.6701499,0480-21-0571,,,,,
112321,久喜市,小中学校・給食センター,菖蒲小学校,,,埼玉県久喜市菖蒲町菖蒲625,36.06644897,139.6044784,0480-85-1202,,,,,
112321,久喜市,小中学校・給食センター,小林小学校,,,埼玉県久喜市菖蒲町小林2197,36.05147033,139.5867424,0480-85-1306,,,,,
112321,久喜市,小中学校・給食センター,三箇小学校,,,埼玉県久喜市菖蒲町台852-1,36.052326,139.6252382,0480-85-1309,,,,,
112321,久喜市,小中学校・給食センター,栢間小学校,,,埼玉県久喜市菖蒲町下栢間2720,36.03286422,139.5822652,0480-85-1024,,,,,
112321,久喜市,小中学校・給食センター,菖蒲東小学校,,,埼玉県久喜市菖蒲町菖蒲427,36.06303461,139.6114648,0480-85-1303,,,,,
112321,久喜市,小中学校・給食センター,栗橋西小学校,,,埼玉県久喜市佐間266-1,36.11510981,139.6848953,0480-52-0215,,,,,
112321,久喜市,小中学校・給食センター,栗橋南小学校,,,埼玉県久喜市南栗橋4-21-1,36.11057011,139.7127924,0480-52-0235,,,,,
112321,久喜市,小中学校・給食センター,栗橋小学校,,,埼玉県久喜市栗橋東3-3-1,36.13166139,139.7045987,0480-52-2114,,,,,
112321,久喜市,小中学校・給食センター,鷲宮小学校,,,埼玉県久喜市葛梅113,36.090688,139.6610927,0480-58-1006,,,,,
112321,久喜市,小中学校・給食センター,桜田小学校,,,埼玉県久喜市東大輪311,36.0876785,139.6911809,0480-58-1306,,,,,
112321,久喜市,小中学校・給食センター,上内小学校,,,埼玉県久喜市上内716,36.08582964,139.6659001,0480-58-1611,,,,,
112321,久喜市,小中学校・給食センター,砂原小学校,,,埼玉県久喜市砂原1-4-1,36.09284017,139.6651418,0480-58-1614,,,,,
112321,久喜市,小中学校・給食センター,東鷲宮小学校,,,埼玉県久喜市桜田3-10-1,36.08918281,139.6872155,0480-59-3122,,,,,
112321,久喜市,小中学校・給食センター,久喜中学校,,,埼玉県久喜市本町4-1-1,36.06528608,139.6682007,0480-21-0162,,,,,
112321,久喜市,小中学校・給食センター,久喜南中学校,,,埼玉県久喜市江面85,36.06261425,139.6654937,0480-21-0544,,,,,
112321,久喜市,小中学校・給食センター,久喜東中学校,,,埼玉県久喜市青葉3-4-1,36.06868772,139.7005158,0480-22-1213,,,,,
112321,久喜市,小中学校・給食センター,太東中学校,,,埼玉県久喜市吉羽2410,36.05808781,139.7047915,0480-21-2410,,,,,
112321,久喜市,小中学校・給食センター,菖蒲中学校,,,埼玉県久喜市菖蒲町上大崎860,36.05383814,139.6073699,0480-85-1201,,,,,
112321,久喜市,小中学校・給食センター,菖蒲南中学校,,,埼玉県久喜市菖蒲町小林110,36.04236653,139.5860167,0480-85-1841,,,,,
112321,久喜市,小中学校・給食センター,栗橋東中学校,,,埼玉県久喜市栗橋1425,36.12457458,139.7056365,0480-52-0436,,,,,
112321,久喜市,小中学校・給食センター,栗橋西中学校,,,埼玉県久喜市間鎌330-1,36.11935292,139.6990884,0480-52-0206,,,,,
112321,久喜市,小中学校・給食センター,鷲宮中学校,,,埼玉県久喜市鷲宮782,36.09249136,139.6711623,0480-58-1004,,,,,
112321,久喜市,小中学校・給食センター,鷲宮東中学校,,,埼玉県久喜市八甫4-46,36.09827914,139.6931123,0480-58-2023,,,,,
112321,久喜市,小中学校・給食センター,鷲宮西中学校,,,埼玉県久喜市上内1797,36.08720925,139.6601634,0480-58-9645,,,,,
112321,久喜市,小中学校・給食センター,学校給食センター,,,埼玉県久喜市下清久500-8,36.07635775,139.653377,0480-22-8989,,,,,
112321,久喜市,高等学校・特別支援学校など,県立久喜高等学校,,,埼玉県久喜市本町3-12-1,36.06328372,139.6711221,0480-21-0038,,,,,
112321,久喜市,高等学校・特別支援学校など,県立久喜工業高等学校,,,埼玉県久喜市野久喜474,36.06838228,139.6888966,0480-21-0761,,,,,
112321,久喜市,高等学校・特別支援学校など,県立久喜北陽高等学校,,,埼玉県久喜市久喜本837-1,36.07410639,139.666433,0480-21-3334,,,,,
112321,久喜市,高等学校・特別支援学校など,県立栗橋北彩高等学校,,,埼玉県久喜市伊坂1,36.12900611,139.6908317,0480-52-5120,,,,,
112321,久喜市,高等学校・特別支援学校など,県立鷲宮高等学校,,,埼玉県久喜市中妻1020,36.08704917,139.6500506,0480-58-1200,,,,,
112321,久喜市,高等学校・特別支援学校など,県立久喜特別支援学校,,,埼玉県久喜市上清久1100,36.07336144,139.6514606,0480-23-0081,,,,,
112321,久喜市,高等学校・特別支援学校など,（一社）南埼玉郡市医師会久喜看護専門学校,,,埼玉県久喜市本町5-10-12,36.06744436,139.6681488,0480-23-3131,,,,,
112321,久喜市,公民館・コミュニティセンターなど,中央公民館,,,埼玉県久喜市久喜中央4-7-7,36.06581658,139.6760175,0480-21-1550,,,,,
112321,久喜市,公民館・コミュニティセンターなど,東公民館,,,埼玉県久喜市久喜東1-27-20,36.05706553,139.6853502,0480-21-8030,,,,,
112321,久喜市,公民館・コミュニティセンターなど,青葉公民館,,,埼玉県久喜市青葉1-2-1,36.06692153,139.6991764,0480-21-8030,,,,,
112321,久喜市,公民館・コミュニティセンターなど,清久コミュニティセンター・西公民館,,,埼玉県久喜市上清久1489-2,36.07453764,139.639743,0480-25-5321,,,,,
112321,久喜市,公民館・コミュニティセンターなど,農村センター（南公民館）,,,埼玉県久喜市北青柳51-2,36.05204711,139.6695986,0480-21-1550,,,,,
112321,久喜市,公民館・コミュニティセンターなど,森下公民館,,,埼玉県久喜市菖蒲町下栢間5495-2,36.04647875,139.5770415,0480-85-7811,,,,,
112321,久喜市,公民館・コミュニティセンターなど,栗橋公民館,,,埼玉県久喜市栗橋中央2-7-1,36.13531781,139.7044034,0480-52-0061,,,,,
112321,久喜市,公民館・コミュニティセンターなど,鷲宮公民館,,,埼玉県久喜市鷲宮6-1-4,36.09818114,139.6716338,0480-58-8144,,,,,
112321,久喜市,公民館・コミュニティセンターなど,しょうぶ会館,,,埼玉県久喜市菖蒲町菖蒲1077-1,36.06659119,139.6001948,0480-85-0370,,,,,
112321,久喜市,公民館・コミュニティセンターなど,栗橋いきいき活動センターしずか館,,,埼玉県久喜市栗橋中央1-11-1,36.13311578,139.7000679,0480-52-0175,,,,,
112321,久喜市,公民館・コミュニティセンターなど,久喜総合文化会館,,,埼玉県久喜市下早見140,36.05726467,139.6708978,0480-21-1799,,,,,
